Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Deondre,9.0,,6.0,,5.0,6.0,9.0,6.0,,,
Deontae,,5.0,5.0,,,,,,,,
Deonte,12.0,7.0,,8.0,7.0,8.0,7.0,8.0,8.0,,
Dequan,5.0,,,,,,,,,,
Dereck,15.0,29.0,16.0,27.0,42.0,42.0,29.0,41.0,30.0,32.0,19.0
Derek,372.0,367.0,408.0,433.0,418.0,400.0,389.0,386.0,359.0,343.0,329.0
Dereon,,,6.0,16.0,22.0,15.0,13.0,6.0,,,
Derian,7.0,,7.0,,6.0,,,8.0,5.0,,5.0
Deric,,8.0,9.0,9.0,9.0,7.0,5.0,6.0,5.0,,
Derick,53.0,50.0,43.0,59.0,49.0,47.0,50.0,57.0,44.0,27.0,27.0
Derik,15.0,10.0,11.0,10.0,15.0,9.0,13.0,12.0,6.0,9.0,
Derin,6.0,,,,,5.0,12.0,,,,5.0
Derion,,,,,6.0,,6.0,,5.0,,
Deron,,8.0,7.0,7.0,12.0,8.0,6.0,7.0,9.0,,5.0
Derrek,5.0,,5.0,,,,,7.0,,,
Derrell,,,6.0,,,5.0,,,,,
Derreon,,,,,6.0,,,,,,
Derrick,136.0,131.0,120.0,114.0,101.0,86.0,81.0,108.0,99.0,93.0,85.0
Derrik,5.0,5.0,,,,,,,5.0,,
Derrion,,,,,,,,9.0,6.0,,
Desean,,11.0,12.0,8.0,13.0,6.0,8.0,11.0,8.0,7.0,5.0
Deshaun,9.0,6.0,17.0,10.0,8.0,12.0,7.0,,6.0,,
Deshawn,29.0,22.0,28.0,38.0,33.0,29.0,26.0,17.0,25.0,20.0,16.0
Deshon,,,6.0,6.0,6.0,,5.0,,,,
Desi,7.0,,6.0,7.0,5.0,12.0,7.0,5.0,5.0,6.0,6.0
Desiderio,,,,5.0,,,,,,,
Desmond,51.0,47.0,50.0,66.0,89.0,98.0,116.0,100.0,121.0,115.0,139.0
Destan,,,,,,,,5.0,,,
Destin,13.0,9.0,11.0,7.0,10.0,13.0,12.0,21.0,13.0,5.0,10.0
Destry,,,,,,,,,5.0,,
Dev,10.0,6.0,11.0,15.0,15.0,25.0,9.0,15.0,21.0,19.0,19.0
Devan,44.0,32.0,45.0,45.0,28.0,28.0,31.0,31.0,22.0,17.0,27.0
Devansh,,,,,,,,,6.0,6.0,
Devante,6.0,8.0,,,,6.0,,6.0,,,9.0
Devaughn,6.0,,8.0,,,5.0,5.0,6.0,,,
Devean,29.0,6.0,9.0,,,,,,,,
Deven,67.0,55.0,54.0,45.0,49.0,48.0,40.0,29.0,39.0,31.0,25.0
Devesh,,,,,,,6.0,,,,
Devin,496.0,489.0,500.0,519.0,402.0,404.0,369.0,336.0,273.0,285.0,187.0
Devion,6.0,,9.0,6.0,5.0,,,,5.0,,
Devlin,18.0,14.0,,11.0,8.0,8.0,12.0,8.0,7.0,10.0,
Devon,202.0,159.0,162.0,150.0,158.0,100.0,97.0,77.0,58.0,56.0,60.0
Devontae,6.0,,,6.0,,5.0,,,,,
Devonte,9.0,8.0,9.0,10.0,6.0,5.0,7.0,,7.0,5.0,
Devyn,36.0,28.0,31.0,39.0,46.0,20.0,27.0,25.0,26.0,19.0,18.0
Dewayne,8.0,6.0,,5.0,6.0,6.0,10.0,,,12.0,
Dex,,,,,,,,,,8.0,5.0
Dexter,18.0,28.0,25.0,42.0,58.0,56.0,71.0,92.0,108.0,75.0,61.0
Dexton,,,,,,,,,,,5.0
Dez,,,,,,,6.0,,,,5.0
Dezi,,,,,,,6.0,5.0,,,
Dezmond,8.0,6.0,9.0,5.0,6.0,14.0,11.0,15.0,9.0,13.0,13.0
Dhani,,,,,,6.0,7.0,,,,
Dhilan,,,,,,,,5.0,5.0,5.0,
Dhillon,5.0,,,,,,,,,,
Dhruv,28.0,25.0,20.0,29.0,30.0,22.0,37.0,24.0,34.0,27.0,32.0
Dhruva,,,5.0,5.0,,,8.0,6.0,,6.0,
Dhyan,,,,,,,,,,,5.0
Diallo,6.0,,6.0,,,,,,,,
Diamond,,,,,,,7.0,6.0,,,
Diangelo,,,,,5.0,,5.0,,,,
Didier,,6.0,6.0,13.0,10.0,15.0,9.0,5.0,10.0,7.0,5.0
Diego,1990.0,2304.0,2750.0,2621.0,2144.0,1749.0,1537.0,1229.0,1019.0,859.0,936.0
Diesel,,,6.0,11.0,9.0,14.0,9.0,13.0,14.0,9.0,10.0
Dietrich,,,,,,,,,,,6.0
Dijon,,5.0,,,,6.0,,,,,
Dilan,25.0,23.0,18.0,33.0,30.0,56.0,53.0,40.0,29.0,42.0,41.0
Dillan,22.0,26.0,33.0,32.0,21.0,39.0,21.0,26.0,17.0,13.0,13.0
Dillen,5.0,,,,,,,,,,
Dillinger,5.0,,,,,,7.0,5.0,6.0,7.0,7.0
Dillion,6.0,9.0,5.0,,,6.0,,,5.0,,
Dillon,171.0,186.0,165.0,136.0,124.0,95.0,105.0,101.0,117.0,97.0,80.0
Dilraj,,,,,,,,,,7.0,
Dimas,,,5.0,8.0,,8.0,,,,,6.0
Dimitri,20.0,22.0,22.0,28.0,23.0,20.0,21.0,22.0,15.0,11.0,26.0
Dimitrios,,,,,,,,,5.0,6.0,
Dimitrius,,5.0,,,,,,,,,
Dino,11.0,9.0,5.0,8.0,10.0,10.0,7.0,13.0,6.0,,6.0
Diogo,15.0,9.0,5.0,,6.0,,,,,,
Dion,22.0,18.0,27.0,21.0,23.0,18.0,16.0,12.0,15.0,15.0,9.0
Dionicio,,,5.0,5.0,5.0,,,7.0,,7.0,
Dionisio,,,6.0,,,,,,6.0,,
Dionte,,,,,,,,5.0,,,
Dior,,,5.0,,,,5.0,,,,
Dirk,,,,,,,,,,5.0,
Dixon,,,,,,5.0,,,,,
Dj,,,,,,,,,5.0,,
Django,5.0,6.0,,,,5.0,,,,,
Dmarcus,,,,,,5.0,,,,,
Dmari,,,,5.0,,6.0,,,,,
Dmitri,6.0,7.0,11.0,5.0,5.0,5.0,5.0,8.0,6.0,,5.0
Dmitriy,,,5.0,,7.0,,5.0,,,,
Dmitry,,,,,,,6.0,,,9.0,
Dodge,,,,,,,5.0,,,,
Dolan,,,6.0,,,6.0,,,,,
Domanic,,6.0,7.0,,6.0,,,,,,
Domanick,,5.0,9.0,,,,,,,,
Domenic,24.0,20.0,26.0,10.0,17.0,20.0,10.0,11.0,16.0,13.0,12.0
Domenick,9.0,,14.0,9.0,9.0,11.0,,,,,
Domenico,10.0,9.0,6.0,,6.0,8.0,,10.0,10.0,5.0,8.0
Domenik,,,,,5.0,,,,,,
Domingo,17.0,15.0,9.0,16.0,17.0,8.0,9.0,13.0,12.0,14.0,9.0
Dominic,701.0,697.0,810.0,758.0,719.0,746.0,742.0,887.0,1060.0,1010.0,1092.0
Dominick,195.0,199.0,204.0,185.0,177.0,204.0,172.0,199.0,212.0,171.0,170.0
Dominik,30.0,50.0,48.0,53.0,51.0,59.0,53.0,83.0,83.0,61.0,70.0
Dominique,31.0,28.0,21.0,32.0,22.0,23.0,21.0,23.0,18.0,15.0,14.0
Dominyk,,,,,5.0,,,,,,
Domonic,14.0,8.0,7.0,7.0,,5.0,9.0,5.0,5.0,,
Domonick,,5.0,,,,,,,,,
Don,21.0,15.0,21.0,19.0,14.0,19.0,13.0,14.0,12.0,12.0,13.0
Donald,80.0,90.0,96.0,87.0,56.0,72.0,62.0,54.0,54.0,47.0,52.0
Donatello,,,,,,,,,,5.0,7.0
Donato,7.0,6.0,6.0,,5.0,,,,,,5.0
Donavan,16.0,37.0,15.0,27.0,20.0,16.0,13.0,12.0,12.0,8.0,11.0
Donaven,5.0,7.0,7.0,,,7.0,,7.0,,,5.0
Donavin,6.0,15.0,12.0,11.0,11.0,6.0,7.0,6.0,11.0,8.0,5.0
Donavon,8.0,13.0,12.0,12.0,7.0,6.0,8.0,6.0,,5.0,5.0
Donavyn,,6.0,5.0,,6.0,,,,,,
Donell,,,5.0,,,,,,,,5.0
Donivan,,,,7.0,,,,,,,
Donnell,,5.0,7.0,7.0,8.0,6.0,9.0,,,5.0,8.0
Donnie,10.0,11.0,14.0,14.0,17.0,12.0,6.0,16.0,15.0,18.0,13.0
Donnovan,8.0,,5.0,7.0,,,,6.0,,,
Donny,8.0,6.0,6.0,9.0,6.0,6.0,10.0,7.0,7.0,5.0,12.0
Donovan,245.0,279.0,263.0,273.0,254.0,255.0,243.0,218.0,223.0,217.0,234.0
Donoven,5.0,,,,,,,,,,
Donovin,,7.0,6.0,5.0,,,,,5.0,,
Donta,,,,,,,5.0,6.0,,,
Dontae,5.0,6.0,11.0,6.0,9.0,8.0,10.0,9.0,5.0,,
Dontay,,,,,7.0,,8.0,,,5.0,
Donte,14.0,24.0,11.0,18.0,15.0,22.0,18.0,13.0,26.0,14.0,9.0
Dontrell,,6.0,,,,,,,,,
Dorian,70.0,64.0,64.0,68.0,83.0,65.0,54.0,63.0,50.0,51.0,77.0
Dorien,,,6.0,5.0,,,,,,,6.0
Doroteo,,,,,,5.0,,,,,
Douglas,93.0,73.0,76.0,77.0,56.0,49.0,56.0,44.0,51.0,40.0,47.0
Dov,,,,,,,5.0,,6.0,6.0,
Dovid,5.0,,,,,,,6.0,5.0,,
Draco,,,,,6.0,5.0,,7.0,12.0,5.0,5.0
Dragon,,,,,,,,,,5.0,
Drake,112.0,115.0,120.0,131.0,154.0,131.0,183.0,155.0,171.0,103.0,57.0
Draven,26.0,14.0,14.0,16.0,16.0,24.0,23.0,16.0,21.0,12.0,17.0
Drayden,,,,7.0,9.0,,5.0,10.0,10.0,8.0,5.0
Drayson,,,,,,,,,5.0,,
Drayton,,,,,5.0,,,,,,
Dresden,,,,7.0,10.0,8.0,12.0,8.0,13.0,7.0,5.0
Drevon,,,6.0,,,,,,,,
Drew,113.0,166.0,154.0,140.0,111.0,110.0,110.0,112.0,93.0,87.0,92.0
Dru,9.0,5.0,5.0,,9.0,6.0,,,,,
Dryden,,,,5.0,,,,,,,
Duane,7.0,8.0,6.0,5.0,8.0,10.0,7.0,8.0,9.0,8.0,
Dublin,,,,,6.0,5.0,,6.0,5.0,,
Duilio,,5.0,,,,,,,,,
Duke,14.0,17.0,14.0,17.0,12.0,13.0,21.0,24.0,28.0,49.0,75.0
Duncan,36.0,29.0,33.0,29.0,28.0,27.0,27.0,34.0,18.0,19.0,18.0
Duran,,,6.0,,,,5.0,,,,
Dustin,161.0,136.0,118.0,140.0,132.0,85.0,108.0,99.0,84.0,76.0,70.0
Dusty,,7.0,,,,8.0,,,,,
Dustyn,,,7.0,,,,,,,,
Dutch,,7.0,5.0,,5.0,,10.0,7.0,7.0,,6.0
Duvan,,,,7.0,,5.0,,,,,
Dwayne,16.0,21.0,29.0,27.0,26.0,25.0,24.0,19.0,20.0,21.0,8.0
Dwight,9.0,11.0,11.0,11.0,7.0,12.0,13.0,6.0,16.0,9.0,8.0
Dyami,,5.0,,,,,,,,,
Dylan,1763.0,1669.0,1651.0,1688.0,1550.0,1585.0,1498.0,1516.0,1567.0,1636.0,1640.0
Dyland,,,,,,,5.0,11.0,9.0,12.0,10.0
Dylann,,,,,,,,8.0,6.0,5.0,6.0
Dylen,9.0,8.0,5.0,8.0,,,5.0,,,5.0,6.0
Dylin,,,,,,,5.0,,,,
Dyllan,21.0,21.0,13.0,20.0,12.0,18.0,14.0,7.0,7.0,14.0,13.0
Dyllon,6.0,8.0,5.0,,,,,,,,
Dylon,11.0,8.0,,6.0,11.0,8.0,,,9.0,,5.0
Dyson,6.0,,,,,,,,5.0,,
Eagan,,,,,,5.0,,,,,
Eames,,,,,,,,,,5.0,
Eamon,8.0,8.0,9.0,11.0,14.0,22.0,11.0,11.0,13.0,10.0,10.0
Eamonn,,,,6.0,,,,,,,
Ean,14.0,11.0,18.0,25.0,22.0,27.0,32.0,25.0,27.0,31.0,29.0
Earl,11.0,7.0,19.0,8.0,18.0,9.0,6.0,7.0,7.0,9.0,5.0
Earnest,,,,,,,,6.0,,,
Eason,,,5.0,8.0,12.0,16.0,8.0,11.0,30.0,40.0,61.0
Easton,25.0,31.0,29.0,41.0,41.0,60.0,100.0,144.0,146.0,209.0,239.0
Eathan,6.0,6.0,5.0,6.0,,6.0,,,,5.0,
Eben,,9.0,10.0,6.0,7.0,8.0,5.0,13.0,9.0,8.0,8.0
Ebenezer,,5.0,,5.0,,,,,,5.0,6.0
Eber,8.0,8.0,6.0,8.0,7.0,,,7.0,6.0,7.0,
Eberardo,,5.0,,,5.0,,,6.0,,5.0,
Ebin,5.0,,,,,,,,,,
Ebrahim,,,,,,,,,,,5.0
Ector,7.0,,,,,,,,,,
Ed,6.0,,,,,,,,,,
Edahi,,,,,,,,,6.0,,
Edan,8.0,19.0,13.0,7.0,16.0,12.0,13.0,11.0,9.0,10.0,12.0
Edder,7.0,,,6.0,,7.0,,,,,
Eddie,175.0,163.0,178.0,170.0,145.0,149.0,122.0,116.0,116.0,98.0,107.0
Eddison,,,,,,,,,,,7.0
Eddy,34.0,34.0,47.0,33.0,35.0,42.0,22.0,30.0,36.0,32.0,33.0
Edel,5.0,,,,5.0,,,,,,
Eden,19.0,28.0,35.0,29.0,45.0,37.0,53.0,48.0,72.0,81.0,85.0
Eder,23.0,32.0,31.0,37.0,30.0,27.0,25.0,22.0,16.0,23.0,30.0
Edgar,771.0,710.0,709.0,705.0,576.0,517.0,480.0,426.0,391.0,352.0,318.0
Edgard,6.0,6.0,9.0,,14.0,,,,,,
Edgardo,28.0,13.0,20.0,16.0,13.0,11.0,15.0,9.0,12.0,10.0,
Edi,,,5.0,,,5.0,,,,,
Edilberto,5.0,,,6.0,5.0,,,,5.0,,
Edilson,,,5.0,,,,,,,,
Edin,5.0,,,6.0,,,5.0,,6.0,,5.0
Edison,28.0,17.0,33.0,26.0,30.0,27.0,19.0,34.0,42.0,57.0,44.0
Edmond,16.0,9.0,11.0,15.0,11.0,13.0,12.0,12.0,14.0,8.0,12.0
Edmund,18.0,16.0,16.0,14.0,14.0,13.0,9.0,16.0,15.0,14.0,17.0
Edmundo,14.0,5.0,8.0,7.0,10.0,,8.0,,,,
Edrei,5.0,,,,,,,,,,
Edric,,13.0,5.0,8.0,6.0,5.0,,8.0,,10.0,11.0
Edrick,,5.0,5.0,,7.0,6.0,8.0,,7.0,5.0,9.0
Edrik,,,,,,,,,5.0,,
Edsel,,,,6.0,,,5.0,,,,
Edson,28.0,30.0,26.0,25.0,24.0,12.0,25.0,11.0,14.0,13.0,10.0
Edu,7.0,6.0,,,,,,,,,
Eduard,5.0,,9.0,5.0,7.0,,,6.0,,5.0,8.0
Eduardo,1036.0,995.0,1032.0,910.0,834.0,965.0,725.0,624.0,548.0,469.0,399.0
Edvin,7.0,,10.0,9.0,9.0,,6.0,,10.0,5.0,5.0
Edward,456.0,481.0,460.0,438.0,447.0,444.0,438.0,399.0,366.0,410.0,388.0
Edwardo,10.0,8.0,8.0,5.0,12.0,15.0,6.0,6.0,7.0,,
Edwin,536.0,501.0,595.0,523.0,454.0,408.0,316.0,333.0,260.0,211.0,227.0
Edwing,,5.0,,,,,,,,,
Edwyn,,,9.0,7.0,,8.0,11.0,,,,
Edy,,5.0,,,,5.0,,5.0,,,
Eesa,,,,,5.0,,,,,,5.0
Efraim,,,5.0,,,,,,,,
Efrain,117.0,127.0,95.0,121.0,98.0,83.0,83.0,66.0,77.0,68.0,63.0
Efren,61.0,67.0,64.0,58.0,54.0,54.0,33.0,41.0,32.0,42.0,34.0
Egan,,,5.0,9.0,,5.0,,,6.0,7.0,
Egypt,,,,,,,,,,6.0,
Ehren,,,,6.0,9.0,,,,,,
Ehsan,,,,,,,,5.0,,,
Eian,10.0,10.0,7.0,,8.0,9.0,12.0,13.0,16.0,8.0,13.0
Eidan,,,,,,,,,,5.0,
Eiden,,,,,,6.0,,6.0,9.0,9.0,6.0
Einar,,,,,,5.0,,,,,
Eion,,,,5.0,,,,,,,
Eisen,,,,,,,,,,,7.0
Eitan,7.0,8.0,17.0,12.0,15.0,10.0,11.0,13.0,10.0,13.0,23.0
Eithan,5.0,5.0,7.0,5.0,8.0,10.0,13.0,10.0,15.0,12.0,16.0
Eithen,,,,,5.0,,,,,5.0,
Eivin,,,,,,,,,,,5.0
Ej,,,,,,,,,,5.0,
Ekam,,,,,,9.0,12.0,12.0,14.0,7.0,11.0
Ekin,,,5.0,,,,,,,,
Elad,,,6.0,,,,,,,,
Eladio,6.0,,,,,,5.0,,,,
Elam,,,,,,,,,,,6.0
Elan,13.0,12.0,17.0,23.0,7.0,16.0,22.0,19.0,16.0,30.0,19.0
Elbert,,,,5.0,,,,,,,
Elden,,6.0,,7.0,,,,,7.0,8.0,
Elder,11.0,15.0,13.0,10.0,5.0,6.0,11.0,6.0,,6.0,
Eldon,5.0,7.0,,,5.0,,8.0,,,7.0,6.0
Eleazar,27.0,17.0,34.0,25.0,26.0,21.0,18.0,17.0,20.0,18.0,25.0
Elek,5.0,,,,,,,,,,
Eleuterio,5.0,,,,,,,,,,
Elgin,5.0,11.0,,,,,,,6.0,,
Eli,200.0,213.0,240.0,247.0,392.0,412.0,637.0,749.0,774.0,836.0,765.0
Elia,,,5.0,,,,,,,,7.0
Eliab,5.0,,8.0,,,,,,5.0,,6.0
Eliah,5.0,5.0,5.0,,,9.0,10.0,12.0,13.0,6.0,11.0
Eliam,,,,6.0,,,9.0,,11.0,15.0,16.0
Elian,47.0,31.0,29.0,43.0,37.0,39.0,43.0,36.0,48.0,54.0,44.0
Elias,372.0,437.0,484.0,467.0,536.0,526.0,595.0,598.0,618.0,674.0,666.0
Eliaz,,,,6.0,8.0,6.0,,,5.0,,
Eliazar,17.0,,13.0,10.0,12.0,5.0,10.0,8.0,5.0,13.0,6.0
Eliceo,,,7.0,,5.0,,,,,,
Elie,9.0,,,7.0,8.0,12.0,5.0,7.0,6.0,7.0,
Eliel,11.0,19.0,16.0,14.0,22.0,12.0,16.0,22.0,14.0,17.0,15.0
Eliezer,8.0,15.0,7.0,15.0,24.0,20.0,13.0,16.0,14.0,10.0,16.0
Eligh,9.0,7.0,20.0,14.0,10.0,15.0,23.0,18.0,29.0,27.0,31.0
Eligio,6.0,5.0,,,,,,,,,
Elih,,,,,,,,,,5.0,
Elihu,,,,,7.0,,,,,,
Elija,8.0,5.0,6.0,,6.0,,5.0,5.0,5.0,,
Elijah,1332.0,1240.0,1316.0,1346.0,1367.0,1382.0,1475.0,1510.0,1517.0,1476.0,1531.0
Elijahjames,,,,,,,,,5.0,,
Elijha,,,,7.0,,6.0,,,,,
Elijiah,6.0,8.0,7.0,7.0,5.0,8.0,14.0,7.0,,,
Elio,11.0,7.0,6.0,11.0,12.0,9.0,9.0,7.0,13.0,11.0,7.0
Eliodoro,6.0,,,,,,,,,,
Eliot,22.0,14.0,10.0,10.0,17.0,19.0,29.0,17.0,19.0,17.0,21.0
Eliott,,6.0,11.0,,6.0,8.0,,,7.0,7.0,11.0
Elisandro,,,7.0,5.0,,,,5.0,,5.0,
Eliseo,40.0,46.0,51.0,45.0,47.0,34.0,35.0,47.0,59.0,35.0,47.0
Elisha,23.0,43.0,36.0,25.0,33.0,24.0,26.0,39.0,38.0,32.0,31.0
Eliu,,,,,5.0,,,,5.0,5.0,
Eliud,5.0,,,9.0,9.0,5.0,6.0,,6.0,,
Eliyah,,,,,,,,7.0,6.0,5.0,
Eliyahu,,7.0,,7.0,,5.0,8.0,9.0,,,
Elizandro,5.0,,,,,,8.0,,,,
Elkin,,,,,5.0,,5.0,,,,
Ellington,,,,,,,,,,,8.0
Elliot,83.0,90.0,74.0,111.0,109.0,106.0,135.0,136.0,149.0,156.0,200.0
Elliott,46.0,82.0,79.0,83.0,69.0,93.0,109.0,103.0,126.0,143.0,139.0
Ellis,21.0,26.0,19.0,20.0,24.0,34.0,27.0,37.0,39.0,47.0,73.0
Ellison,5.0,,,,5.0,,,,5.0,6.0,6.0
Elmer,42.0,44.0,52.0,44.0,35.0,40.0,33.0,35.0,26.0,23.0,28.0
Elnathan,,,,,,,,5.0,,,
Elon,,,,,,,,5.0,,7.0,24.0
Eloy,18.0,13.0,7.0,14.0,14.0,12.0,,13.0,7.0,7.0,11.0
Elpidio,5.0,,,,,,,,,,
Elroy,,,,,,,,,,,6.0
Elson,5.0,,,,,,,5.0,6.0,,
Elton,15.0,8.0,11.0,,7.0,6.0,6.0,,7.0,6.0,7.0
Elvin,22.0,31.0,14.0,24.0,24.0,26.0,12.0,13.0,26.0,22.0,20.0
Elvis,51.0,55.0,59.0,85.0,72.0,56.0,40.0,47.0,40.0,42.0,43.0
Elwin,,5.0,,,,,,,,,
Ely,15.0,16.0,21.0,12.0,17.0,19.0,15.0,19.0,16.0,27.0,7.0
Elyas,8.0,5.0,6.0,11.0,6.0,12.0,15.0,9.0,8.0,15.0,15.0
Elyjah,14.0,10.0,10.0,,12.0,8.0,14.0,10.0,15.0,8.0,7.0
Emad,,,,,,,6.0,6.0,,,
Emanuel,223.0,256.0,293.0,285.0,258.0,226.0,248.0,268.0,218.0,198.0,198.0
Emari,,,,,7.0,5.0,9.0,,,5.0,
Emerson,41.0,56.0,49.0,59.0,69.0,64.0,66.0,71.0,83.0,89.0,100.0
Emery,10.0,12.0,14.0,11.0,24.0,22.0,31.0,25.0,24.0,25.0,23.0
Emil,17.0,10.0,13.0,9.0,27.0,24.0,8.0,20.0,18.0,15.0,24.0
Emile,5.0,6.0,,9.0,12.0,7.0,,,5.0,8.0,10.0
Emiliano,275.0,319.0,340.0,337.0,399.0,458.0,488.0,444.0,393.0,417.0,466.0
Emilio,293.0,336.0,327.0,349.0,343.0,297.0,302.0,297.0,328.0,326.0,343.0
Emillio,,,,,,,,,7.0,,
Emin,5.0,,,5.0,,,5.0,,,,5.0
Emir,10.0,14.0,10.0,35.0,25.0,17.0,14.0,12.0,14.0,22.0,22.0
Emmanuel,576.0,577.0,549.0,578.0,652.0,579.0,561.0,629.0,475.0,433.0,471.0
Emmet,5.0,7.0,10.0,5.0,9.0,14.0,11.0,13.0,22.0,17.0,23.0
Emmett,28.0,42.0,37.0,49.0,51.0,74.0,107.0,120.0,165.0,207.0,229.0
Emmit,,,,,,,,5.0,9.0,10.0,8.0
Emmitt,,6.0,9.0,10.0,8.0,8.0,16.0,10.0,26.0,33.0,40.0
Emory,6.0,9.0,6.0,,7.0,,7.0,12.0,10.0,18.0,6.0
Emran,,,,,,,,,5.0,,
Emre,,,,5.0,,6.0,,,6.0,,
Emron,,,5.0,,,,,,,,
Emrys,,,,,,,,,,10.0,5.0
Ender,,,,,7.0,7.0,10.0,8.0,12.0,11.0,19.0
Enmanuel,,,,,7.0,,,,,,
Enoc,10.0,,10.0,5.0,10.0,7.0,11.0,11.0,,13.0,5.0
Enoch,29.0,19.0,23.0,21.0,19.0,36.0,25.0,22.0,31.0,45.0,57.0
Enrico,6.0,7.0,5.0,,5.0,5.0,,8.0,6.0,,
Enrique,373.0,354.0,386.0,352.0,328.0,286.0,233.0,214.0,219.0,194.0,190.0
Enrrique,5.0,,,,,,,,,,
Enzo,58.0,67.0,70.0,85.0,100.0,106.0,132.0,150.0,147.0,162.0,171.0
Eoin,5.0,5.0,,11.0,,5.0,,8.0,,,7.0
Ephraim,8.0,14.0,11.0,6.0,12.0,14.0,7.0,14.0,10.0,10.0,10.0
Erasmo,11.0,6.0,11.0,12.0,,9.0,,,5.0,,
Eren,6.0,,,8.0,,,5.0,,,6.0,10.0
Eriberto,17.0,15.0,21.0,10.0,12.0,7.0,,5.0,,6.0,7.0
Eric,1193.0,1161.0,1059.0,1020.0,863.0,751.0,661.0,619.0,602.0,607.0,661.0
Erich,6.0,7.0,7.0,5.0,5.0,5.0,,5.0,,,5.0
Erick,648.0,623.0,639.0,628.0,568.0,547.0,492.0,401.0,382.0,305.0,343.0
Erickson,6.0,,,,11.0,5.0,5.0,8.0,,6.0,5.0
Ericson,6.0,6.0,7.0,,,,7.0,,,5.0,
Erik,548.0,548.0,484.0,496.0,386.0,360.0,309.0,263.0,249.0,237.0,231.0
Erin,12.0,6.0,6.0,6.0,7.0,12.0,9.0,9.0,10.0,,
Ernest,49.0,34.0,33.0,40.0,33.0,31.0,22.0,33.0,25.0,23.0,32.0
Ernesto,301.0,293.0,279.0,230.0,253.0,214.0,188.0,168.0,162.0,118.0,132.0
Ernie,20.0,23.0,25.0,15.0,19.0,8.0,14.0,20.0,13.0,6.0,12.0
Eron,,6.0,,5.0,,,,5.0,,,
Eros,9.0,12.0,14.0,16.0,12.0,17.0,14.0,16.0,10.0,16.0,17.0
Errol,,,,,,5.0,,,,,
Ervin,18.0,23.0,19.0,17.0,16.0,17.0,11.0,12.0,9.0,12.0,13.0
Erwin,24.0,28.0,28.0,28.0,29.0,27.0,19.0,18.0,17.0,16.0,13.0
Esa,,,,,,,6.0,,,5.0,
Esai,19.0,24.0,15.0,14.0,22.0,12.0,14.0,14.0,19.0,17.0,14.0
Esaias,,,,5.0,,8.0,,,,5.0,9.0
Esau,17.0,16.0,16.0,18.0,13.0,16.0,12.0,12.0,12.0,12.0,7.0
Esaul,,,,5.0,,,,,,,
Escher,,,,,,,,,5.0,,
Esdras,10.0,12.0,7.0,9.0,12.0,7.0,8.0,,14.0,,9.0
Esequiel,9.0,8.0,11.0,6.0,8.0,6.0,,8.0,,,
Esgar,,5.0,,,,,,,,,
Eshaan,7.0,9.0,12.0,9.0,13.0,13.0,8.0,12.0,15.0,13.0,8.0
Eshan,7.0,8.0,6.0,5.0,13.0,5.0,12.0,11.0,9.0,6.0,10.0
Esiah,,,,,,,,,,,5.0
Esteban,269.0,337.0,325.0,297.0,296.0,281.0,238.0,264.0,247.0,252.0,230.0
Estefano,,,,,5.0,,,,,,
Estevan,71.0,86.0,83.0,79.0,55.0,66.0,58.0,51.0,46.0,43.0,54.0
Esteven,7.0,,11.0,,,6.0,,5.0,,,
Estuardo,,,,,,8.0,,,,,
Esvin,,,,,7.0,6.0,,5.0,,,
Etai,,,,9.0,,,,,,,
Ethan,2371.0,2360.0,2398.0,2514.0,2518.0,2674.0,2460.0,2388.0,2670.0,2659.0,2551.0
Ethaniel,5.0,6.0,,6.0,9.0,10.0,10.0,9.0,5.0,10.0,8.0
Ethanjacob,,,,,,,5.0,,,,
Ethanjames,,,5.0,,5.0,5.0,5.0,,,,
Ethanjohn,,,,,,,5.0,,5.0,,
Ethanjoseph,,,,,,5.0,,,,,
Ethanmatthew,,,,6.0,,,,,,,
Ethen,16.0,21.0,23.0,25.0,37.0,43.0,28.0,33.0,35.0,26.0,24.0
Ethin,,,7.0,,,,,,,,
Ethyn,6.0,7.0,5.0,9.0,9.0,11.0,5.0,,7.0,11.0,9.0
Etienne,7.0,7.0,8.0,11.0,5.0,7.0,9.0,6.0,5.0,,8.0
Euan,,,,5.0,,,,,,,
Eugene,70.0,56.0,55.0,48.0,64.0,46.0,35.0,42.0,49.0,49.0,42.0
Eugenio,14.0,10.0,8.0,8.0,8.0,9.0,9.0,5.0,9.0,7.0,8.0
Eulalio,5.0,,,,,,,,,,
Eulises,,,5.0,5.0,,,,,,,
Eusebio,,5.0,,,7.0,,,,,,
Evan,1060.0,1022.0,1009.0,1075.0,1113.0,1203.0,1161.0,1072.0,1034.0,1001.0,972.0
Evander,5.0,7.0,,,9.0,,6.0,7.0,6.0,7.0,12.0
Evangelos,,,,,,,,5.0,,,
Evann,,,,,,6.0,,,,,
Evans,5.0,,,,,,,5.0,6.0,,
Evaristo,,9.0,,,,,,,5.0,,5.0
Even,6.0,,,6.0,9.0,,,,,7.0,6.0
Ever,24.0,27.0,22.0,20.0,29.0,29.0,15.0,27.0,25.0,21.0,25.0
Everardo,39.0,37.0,35.0,40.0,31.0,25.0,29.0,28.0,25.0,31.0,17.0
Everest,,5.0,,6.0,7.0,7.0,6.0,,5.0,9.0,20.0
