Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Danielle,308.0,252.0,211.0,212.0,156.0,135.0,95.0,115.0,77.0,89.0,82.0
Danika,9.0,,15.0,28.0,21.0,21.0,19.0,19.0,14.0,18.0,22.0
Danisha,,,,,,,5.0,,,5.0,
Daniya,,,5.0,,5.0,5.0,,,,,
Daniyah,,,,,5.0,7.0,6.0,,,,
Danna,29.0,37.0,29.0,25.0,63.0,33.0,77.0,55.0,54.0,59.0,43.0
Danya,5.0,,,8.0,7.0,5.0,7.0,,,,
Danyelle,6.0,,,,5.0,,,,,,
Daphne,38.0,21.0,43.0,29.0,34.0,39.0,39.0,33.0,53.0,55.0,46.0
Dara,12.0,,8.0,10.0,7.0,8.0,5.0,,7.0,9.0,
Darby,8.0,,5.0,10.0,,,,,7.0,,
Darcy,5.0,7.0,,6.0,13.0,7.0,12.0,,7.0,15.0,12.0
Daria,16.0,19.0,11.0,15.0,16.0,16.0,11.0,14.0,7.0,10.0,6.0
Darian,5.0,6.0,7.0,,,,,,,,
Dariana,8.0,7.0,6.0,8.0,8.0,7.0,5.0,,,15.0,9.0
Darianna,,,,,5.0,,,,,,
Darianny,,,,,,,,7.0,,6.0,
Darielys,,,,,,,,,,5.0,
Darla,,5.0,,6.0,,,7.0,5.0,8.0,8.0,11.0
Darlene,14.0,6.0,11.0,8.0,15.0,7.0,11.0,6.0,16.0,11.0,11.0
Darlyn,,,6.0,,,,,,,,
Darya,,,,5.0,6.0,,8.0,,,,
Dasani,8.0,,6.0,,,7.0,7.0,7.0,,,
Dasha,6.0,6.0,8.0,6.0,9.0,9.0,5.0,6.0,10.0,5.0,9.0
Dasia,10.0,9.0,,9.0,7.0,,,,,,5.0
Davia,,5.0,,,,,6.0,,,,
Daviana,,,,,,,5.0,,,,
Davianna,,,5.0,,5.0,,,,5.0,,
Davina,,5.0,5.0,8.0,,7.0,,,7.0,9.0,11.0
Dawn,10.0,6.0,7.0,7.0,,,8.0,,9.0,,5.0
Dayami,,,,,14.0,,,,,,
Dayana,35.0,28.0,35.0,42.0,39.0,49.0,40.0,44.0,47.0,28.0,34.0
Dayanara,33.0,41.0,41.0,30.0,26.0,10.0,6.0,6.0,6.0,,5.0
Dayanna,9.0,7.0,5.0,7.0,5.0,,,7.0,9.0,,9.0
Daylin,,,,,7.0,,,5.0,,,
Dayna,11.0,10.0,10.0,23.0,11.0,13.0,8.0,6.0,,,
Dayra,,,,,,,8.0,,,,
Daysha,7.0,,,,,,,,,,
Daysi,5.0,,5.0,,,5.0,,,,5.0,
Dea,,,,9.0,5.0,5.0,,,,,
Deana,8.0,,8.0,8.0,6.0,10.0,,,6.0,,5.0
Deandra,7.0,10.0,5.0,,6.0,,,6.0,7.0,,
Deanna,76.0,57.0,50.0,47.0,56.0,56.0,37.0,27.0,32.0,23.0,26.0
Deasia,6.0,8.0,9.0,,,6.0,,,,,5.0
Debbie,7.0,6.0,,5.0,,,6.0,,5.0,5.0,6.0
Debora,6.0,5.0,5.0,5.0,,8.0,,5.0,10.0,8.0,7.0
Deborah,50.0,52.0,52.0,38.0,32.0,29.0,35.0,30.0,32.0,32.0,36.0
Debra,8.0,8.0,9.0,13.0,5.0,5.0,10.0,9.0,,,7.0
December,,,,,,,,,6.0,,
Deena,6.0,12.0,7.0,8.0,7.0,9.0,6.0,,12.0,13.0,7.0
Defne,,,,5.0,,,,,,,
Deirdre,12.0,11.0,9.0,7.0,,,,,,,
Deisy,6.0,9.0,6.0,5.0,9.0,,6.0,,,,
Deja,14.0,13.0,22.0,12.0,7.0,12.0,11.0,,6.0,,6.0
Dejanae,,,,,6.0,,,,,,
Delainey,5.0,,,,,,,,,,
Delana,,,6.0,,,,,,,,
Delaney,84.0,84.0,66.0,67.0,68.0,63.0,58.0,50.0,40.0,57.0,53.0
Delanie,5.0,,10.0,8.0,7.0,,8.0,7.0,10.0,6.0,
Delany,,,,,5.0,,,,,,
Delia,25.0,20.0,28.0,16.0,18.0,26.0,17.0,21.0,16.0,10.0,15.0
Delicia,,,,,,,,,,5.0,
Delila,5.0,,,,9.0,5.0,7.0,,,,
Delilah,34.0,27.0,27.0,70.0,79.0,97.0,77.0,87.0,80.0,94.0,101.0
Della,,6.0,,5.0,,7.0,,,6.0,,
Delphine,,,,,,,5.0,,8.0,5.0,
Delylah,,,,,6.0,,,,,,
Demetra,,,6.0,,,6.0,5.0,,,,
Demi,9.0,6.0,11.0,12.0,16.0,21.0,20.0,13.0,25.0,20.0,23.0
Dena,5.0,7.0,8.0,9.0,5.0,9.0,,,,,6.0
Denali,,6.0,,,,,,,,,
Denasia,6.0,6.0,,,,,,,,,
Denise,63.0,63.0,52.0,58.0,46.0,34.0,36.0,28.0,20.0,17.0,24.0
Denisha,8.0,6.0,,,,,,,,,
Denisse,18.0,18.0,17.0,20.0,15.0,14.0,12.0,6.0,8.0,10.0,12.0
Deniz,,,,7.0,,,,,,,
Dennise,5.0,,,,,,,,,,
Denver,,,,,,,,,5.0,,5.0
Deonna,,,,5.0,,,,,,,
Desirae,10.0,9.0,,,14.0,9.0,5.0,9.0,10.0,8.0,
Desire,10.0,22.0,20.0,15.0,17.0,19.0,9.0,13.0,11.0,6.0,8.0
Desiree,61.0,36.0,52.0,44.0,29.0,33.0,19.0,16.0,23.0,23.0,19.0
Despina,,,5.0,6.0,5.0,,,6.0,,,6.0
Desteny,7.0,,,,5.0,,,,,,
Destinee,25.0,18.0,13.0,23.0,17.0,7.0,8.0,11.0,12.0,7.0,9.0
Destiney,13.0,7.0,16.0,10.0,15.0,17.0,6.0,7.0,,,
Destini,22.0,11.0,14.0,9.0,17.0,8.0,9.0,8.0,5.0,8.0,
Destinie,,5.0,,,,,,,,,
Destiny,365.0,348.0,317.0,264.0,236.0,226.0,177.0,151.0,129.0,87.0,93.0
Devan,,,8.0,,,,,,,,
Devi,,,,,,5.0,,6.0,,,
Devin,16.0,18.0,26.0,11.0,9.0,16.0,12.0,10.0,16.0,7.0,8.0
Devine,,,,,,,,,,5.0,
Devoiry,,,5.0,,,,,7.0,12.0,5.0,7.0
Devon,17.0,15.0,17.0,12.0,12.0,9.0,9.0,9.0,5.0,7.0,7.0
Devora,25.0,19.0,17.0,27.0,23.0,27.0,26.0,29.0,28.0,31.0,29.0
Devorah,49.0,41.0,58.0,53.0,58.0,51.0,50.0,61.0,57.0,65.0,62.0
Devory,5.0,,,6.0,7.0,8.0,,,7.0,,9.0
Devyn,13.0,15.0,7.0,16.0,11.0,12.0,16.0,9.0,11.0,6.0,17.0
Deysi,,5.0,5.0,5.0,,,6.0,,,6.0,
Deziah,,,,,,5.0,,,,,
Dezire,,5.0,,,,5.0,,5.0,,,
Deziree,,,,,5.0,,,,,,
Dia,6.0,,,5.0,,,,,8.0,,5.0
Diamond,76.0,56.0,59.0,50.0,30.0,41.0,16.0,12.0,18.0,14.0,12.0
Diana,218.0,233.0,191.0,215.0,173.0,155.0,122.0,121.0,116.0,94.0,108.0
Diandra,,,,,6.0,,,,,,
Diane,21.0,18.0,17.0,19.0,14.0,10.0,17.0,11.0,10.0,10.0,6.0
Dianelys,,,,,,,,5.0,,,
Dianna,19.0,8.0,10.0,9.0,9.0,9.0,6.0,7.0,,7.0,
Diem,,,,,,,,,5.0,,
Dilara,,6.0,,,,,,,,,
Dina,66.0,47.0,52.0,54.0,55.0,60.0,57.0,61.0,71.0,61.0,52.0
Dinah,,,10.0,,,5.0,6.0,,7.0,6.0,
Dionna,8.0,,,,,,,,,,
Dior,6.0,,9.0,12.0,9.0,12.0,7.0,11.0,8.0,12.0,10.0
Disha,,5.0,,,,,,,,,
Divine,,,,9.0,6.0,6.0,,6.0,6.0,5.0,
Divya,9.0,9.0,10.0,6.0,8.0,10.0,12.0,12.0,15.0,8.0,9.0
Dixie,,,,,,,,,6.0,,6.0
Diya,24.0,22.0,15.0,16.0,19.0,28.0,19.0,25.0,21.0,10.0,8.0
Diyora,,,,,,,,,,6.0,
Djeneba,,,,9.0,6.0,,5.0,,,,
Dolores,,,5.0,,,,,,,,
Domenica,,,5.0,5.0,8.0,10.0,7.0,5.0,,5.0,6.0
Dominique,44.0,39.0,32.0,22.0,29.0,21.0,28.0,11.0,10.0,17.0,6.0
Donatella,,,,,,5.0,,,,,
Donna,29.0,19.0,22.0,16.0,14.0,18.0,20.0,14.0,14.0,,19.0
Dora,13.0,16.0,5.0,,6.0,6.0,6.0,5.0,12.0,8.0,15.0
Doreen,,,,,,5.0,,,5.0,,
Doris,12.0,11.0,5.0,7.0,7.0,10.0,9.0,9.0,18.0,13.0,12.0
Dorothea,5.0,,,,6.0,,,,,,
Dorothy,15.0,15.0,14.0,17.0,16.0,16.0,18.0,18.0,19.0,18.0,29.0
Draizy,,,,,,,,6.0,,,
Draya,,,,,,,,,,,5.0
Drea,6.0,,6.0,,,,,,5.0,,
Dream,6.0,5.0,13.0,,6.0,6.0,5.0,7.0,8.0,6.0,9.0
Drew,6.0,11.0,12.0,8.0,6.0,11.0,10.0,11.0,13.0,9.0,9.0
Dua,,6.0,,,,,6.0,6.0,7.0,8.0,11.0
Duaa,7.0,,7.0,5.0,7.0,,,6.0,,,
Dulce,16.0,23.0,27.0,46.0,50.0,30.0,25.0,27.0,13.0,18.0,13.0
Dunia,,,,5.0,,,,,,,
Dyanna,,,,,5.0,,,,,,
Dylan,38.0,47.0,38.0,37.0,39.0,55.0,51.0,50.0,51.0,48.0,83.0
Dymond,5.0,,7.0,5.0,,,,,,,
Dynasty,9.0,15.0,8.0,,8.0,6.0,,,5.0,,
Ebony,19.0,19.0,13.0,12.0,8.0,,,,6.0,,
Eda,,,,,,,,,,6.0,
Edelyn,,,,,,,7.0,,,,
Eden,47.0,57.0,43.0,81.0,79.0,80.0,59.0,93.0,78.0,99.0,59.0
Edie,,,,,5.0,6.0,,8.0,7.0,,7.0
Edina,,5.0,,,,,,,,,
Edith,21.0,17.0,15.0,13.0,17.0,14.0,11.0,22.0,17.0,26.0,26.0
Edlyn,,,,,,,,,,6.0,
Edna,6.0,5.0,,,,7.0,,,5.0,6.0,5.0
Edona,,8.0,5.0,,,,,,,,
Eesha,,5.0,,,,,,,,,
Effie,,,7.0,,,,,5.0,,,
Efrat,,,5.0,,,,,,,,
Egypt,9.0,25.0,18.0,15.0,12.0,8.0,15.0,25.0,19.0,24.0,21.0
Eh,,,,,,,,5.0,8.0,,
Eila,,,,,5.0,,,9.0,,,
Eileen,39.0,39.0,39.0,41.0,39.0,44.0,38.0,48.0,48.0,43.0,54.0
Eimy,,,,,,7.0,,,,,
Eiza,,,,,,,,,,5.0,
Ekaterina,,6.0,,,,,,5.0,,,
Ela,,8.0,9.0,15.0,14.0,10.0,19.0,19.0,13.0,9.0,9.0
Elaina,28.0,43.0,25.0,38.0,38.0,25.0,34.0,49.0,46.0,34.0,47.0
Elaine,43.0,42.0,36.0,36.0,43.0,34.0,30.0,45.0,37.0,37.0,40.0
Elana,21.0,18.0,16.0,16.0,19.0,8.0,18.0,11.0,21.0,8.0,16.0
Elani,6.0,,5.0,,5.0,8.0,7.0,,7.0,,
Elany,,,,,,,,,,6.0,
Elayna,9.0,,,6.0,5.0,,8.0,13.0,11.0,,11.0
Eleana,6.0,,,,,,,,,,
Eleanor,63.0,75.0,64.0,74.0,77.0,88.0,94.0,109.0,115.0,130.0,179.0
Eleanora,,,,,,,,11.0,5.0,6.0,8.0
Elena,89.0,81.0,84.0,97.0,97.0,102.0,93.0,117.0,132.0,137.0,159.0
Elene,,,,,5.0,,,,,,7.0
Eleni,18.0,16.0,16.0,29.0,26.0,19.0,20.0,16.0,14.0,11.0,16.0
Eleonora,,,,,,,,8.0,,,
Elexis,6.0,,,,,,,,,5.0,
Elia,,7.0,6.0,7.0,5.0,9.0,7.0,,12.0,9.0,11.0
Eliana,104.0,81.0,93.0,123.0,139.0,123.0,153.0,167.0,178.0,215.0,230.0
Elianna,13.0,15.0,20.0,25.0,25.0,27.0,21.0,28.0,25.0,21.0,29.0
Elianny,5.0,6.0,5.0,8.0,,11.0,9.0,14.0,10.0,11.0,8.0
Eliany,,,5.0,6.0,,,,,5.0,6.0,6.0
Elicia,,5.0,,,,,,,,,
Elif,,9.0,,7.0,6.0,7.0,5.0,6.0,6.0,11.0,11.0
Elijah,5.0,,,,5.0,,,,,,
Elin,,,,,,5.0,6.0,16.0,9.0,10.0,12.0
Elina,5.0,10.0,6.0,11.0,11.0,24.0,17.0,24.0,28.0,27.0,30.0
Elinor,,8.0,7.0,,7.0,5.0,11.0,9.0,10.0,9.0,8.0
Eliora,,,,6.0,,,,,5.0,,5.0
Elisa,37.0,34.0,36.0,40.0,36.0,43.0,42.0,40.0,53.0,47.0,43.0
Elisabeth,38.0,61.0,29.0,29.0,26.0,24.0,31.0,30.0,25.0,31.0,26.0
Elise,50.0,61.0,74.0,56.0,63.0,86.0,99.0,91.0,101.0,85.0,79.0
Elisha,15.0,11.0,17.0,16.0,8.0,10.0,10.0,17.0,7.0,11.0,11.0
Elisheva,26.0,19.0,35.0,29.0,22.0,22.0,19.0,25.0,20.0,25.0,22.0
Elisia,,,,,,5.0,,,,,
Elissa,8.0,21.0,14.0,5.0,14.0,14.0,19.0,15.0,19.0,18.0,6.0
Eliya,,,,,,,,5.0,,6.0,
Eliza,62.0,61.0,82.0,56.0,78.0,81.0,77.0,72.0,77.0,94.0,83.0
Elizabeth,680.0,670.0,631.0,655.0,609.0,558.0,567.0,496.0,498.0,479.0,437.0
Elizaveta,,,,,,,,,,,5.0
Elka,5.0,,10.0,6.0,5.0,5.0,7.0,,,,5.0
Elky,7.0,7.0,,5.0,,5.0,9.0,5.0,,8.0,5.0
Ella,416.0,494.0,492.0,514.0,506.0,538.0,571.0,596.0,609.0,508.0,561.0
Ellah,,,,,,5.0,,,,,
Ellamarie,,,,,,,,7.0,,,
Elle,18.0,26.0,37.0,35.0,34.0,45.0,39.0,52.0,51.0,47.0,58.0
Ellee,,,,,,,5.0,,,,
Ellen,36.0,32.0,25.0,45.0,29.0,20.0,24.0,22.0,13.0,26.0,28.0
Ellena,,,,,,,,,,5.0,
Ellery,7.0,,8.0,,,5.0,5.0,9.0,11.0,9.0,
Elli,5.0,,5.0,5.0,,6.0,,,,,
Ellia,,,,6.0,,,,5.0,,,6.0
Elliana,9.0,16.0,15.0,14.0,27.0,26.0,23.0,46.0,59.0,60.0,57.0
Ellianna,,,,5.0,6.0,7.0,5.0,15.0,12.0,,14.0
Ellie,47.0,74.0,73.0,75.0,75.0,74.0,104.0,123.0,121.0,145.0,159.0
Ellieana,,,,,,,5.0,,,,
Elliette,,,,,,,,,,,6.0
Elliot,,,,5.0,,,5.0,5.0,17.0,,
Elliott,,,,,,8.0,,5.0,5.0,8.0,
Ellis,,,8.0,10.0,,13.0,9.0,8.0,5.0,7.0,9.0
Ellison,,5.0,,,6.0,8.0,,,8.0,,5.0
Elly,,,,5.0,,,13.0,8.0,10.0,8.0,13.0
Ellyana,,,,,,,5.0,,,,
Ellyanna,,,,,,,,,,,6.0
Elma,,8.0,7.0,,,,,,,,
Elodie,,,,,5.0,5.0,6.0,13.0,6.0,10.0,14.0
Eloisa,,,,5.0,,,,,,,
Eloise,11.0,12.0,12.0,25.0,14.0,20.0,37.0,51.0,55.0,61.0,85.0
Elora,,,7.0,,,5.0,6.0,9.0,5.0,11.0,10.0
Elsa,14.0,21.0,21.0,23.0,22.0,30.0,30.0,31.0,27.0,31.0,75.0
Elsie,6.0,5.0,20.0,10.0,15.0,18.0,12.0,17.0,16.0,17.0,24.0
Elsy,,,5.0,,,,,,,,
Elva,,,9.0,7.0,,,,,6.0,,
Elvira,,,,5.0,,,,,,,5.0
Elyana,,5.0,,5.0,,,,,9.0,,
Elysa,,,5.0,,,5.0,,,,,
Elyse,9.0,15.0,26.0,18.0,25.0,24.0,25.0,19.0,24.0,19.0,25.0
Elysia,12.0,5.0,,8.0,11.0,,5.0,,7.0,6.0,
Elyssa,11.0,13.0,17.0,26.0,11.0,14.0,12.0,10.0,7.0,7.0,6.0
Ema,6.0,11.0,10.0,6.0,10.0,13.0,11.0,17.0,16.0,15.0,16.0
Emaan,6.0,5.0,11.0,,,7.0,9.0,6.0,10.0,14.0,11.0
Emalee,,10.0,,,,8.0,6.0,,7.0,,
Emaline,,,,,,,,,,5.0,
Emalyn,,,,,,5.0,,,,5.0,
Eman,7.0,10.0,8.0,10.0,5.0,,6.0,12.0,9.0,,7.0
Emani,26.0,23.0,27.0,18.0,29.0,13.0,26.0,13.0,16.0,19.0,16.0
Emanie,,5.0,,,,,,,,,
Emanuela,,,,,,,,6.0,,,
Emanuella,,,,,,,,5.0,,,
Ember,,,,,,5.0,5.0,5.0,5.0,11.0,14.0
Emeli,8.0,9.0,11.0,8.0,8.0,,8.0,6.0,,7.0,
Emelia,11.0,13.0,13.0,16.0,12.0,21.0,16.0,16.0,28.0,27.0,25.0
Emelie,5.0,7.0,,6.0,,,5.0,,,,6.0
Emelin,8.0,,7.0,,5.0,,,,,,
Emeline,,,,5.0,,,,,,5.0,5.0
Emelly,,,,6.0,,,,,,,
Emely,116.0,117.0,122.0,109.0,103.0,113.0,132.0,82.0,110.0,102.0,102.0
Emelyn,9.0,8.0,8.0,,,,6.0,10.0,6.0,8.0,5.0
Emerald,6.0,,5.0,6.0,,5.0,,5.0,6.0,15.0,14.0
Emerie,,,5.0,,,,,,5.0,5.0,9.0
Emerson,10.0,14.0,27.0,40.0,38.0,37.0,47.0,43.0,44.0,59.0,59.0
Emersyn,,,5.0,,,7.0,8.0,9.0,8.0,7.0,8.0
Emery,6.0,,6.0,8.0,12.0,16.0,20.0,22.0,20.0,38.0,35.0
Emi,7.0,6.0,,,,11.0,10.0,6.0,11.0,8.0,10.0
Emilee,26.0,34.0,21.0,20.0,21.0,16.0,23.0,18.0,20.0,19.0,11.0
Emili,,,5.0,,,,,6.0,,,
Emilia,45.0,67.0,53.0,71.0,64.0,68.0,93.0,79.0,125.0,118.0,183.0
Emiliana,,,,,6.0,,,6.0,5.0,8.0,9.0
Emilie,34.0,35.0,42.0,26.0,27.0,25.0,27.0,28.0,15.0,41.0,28.0
Emilly,6.0,,6.0,,,,,,,,
Emily,1590.0,1444.0,1318.0,1225.0,1027.0,1054.0,946.0,915.0,921.0,898.0,880.0
Emilyn,,,,,,,6.0,,5.0,,
Emina,,5.0,,5.0,,,8.0,,5.0,,
Emma,1199.0,1096.0,997.0,1011.0,1051.0,1064.0,1046.0,1122.0,1229.0,1256.0,1205.0
Emmalee,16.0,12.0,16.0,15.0,15.0,11.0,13.0,16.0,8.0,8.0,7.0
Emmaleigh,,5.0,6.0,8.0,,,,,,7.0,
Emmalie,,,,5.0,,,,,,,
Emmalina,,,,,,5.0,,,,,
Emmaline,8.0,,,,,5.0,7.0,,8.0,15.0,6.0
Emmalyn,,,,6.0,,5.0,,10.0,14.0,12.0,20.0
Emmalynn,,,,,,8.0,9.0,6.0,14.0,13.0,11.0
Emmanuela,5.0,,,5.0,8.0,5.0,6.0,,,,
Emmanuella,6.0,5.0,,12.0,5.0,,,,10.0,7.0,10.0
Emmanuelle,6.0,,,,6.0,9.0,5.0,,11.0,13.0,7.0
Emmarose,,,,,,,,5.0,,5.0,7.0
Emme,7.0,,,5.0,18.0,14.0,14.0,20.0,15.0,21.0,12.0
Emmelia,,,,,,,,5.0,,,
Emmeline,,,,,7.0,5.0,7.0,10.0,10.0,15.0,22.0
Emmely,,,,,,,,6.0,,,
Emmerson,,,,,,6.0,7.0,,5.0,,7.0
Emmi,5.0,,,,,5.0,,,,,5.0
Emmie,,,,,10.0,,12.0,10.0,8.0,12.0,8.0
Emmy,9.0,6.0,11.0,10.0,22.0,15.0,17.0,21.0,16.0,28.0,23.0
Emoni,,,6.0,6.0,5.0,,5.0,,,,
Emory,,,,,,,6.0,,6.0,,7.0
Empress,,,5.0,7.0,11.0,8.0,8.0,8.0,7.0,,7.0
Emunah,,,,,,,,,,5.0,
Emy,,,,,,,,6.0,,,
Ena,,,6.0,,,,,,,,
Enaya,,,,,,,,,,,5.0
Eniyah,,,6.0,,,5.0,,,,,
Envy,,6.0,,,,,,,,,
Enya,,,,,6.0,,,7.0,6.0,5.0,
Eowyn,,,6.0,,,5.0,,,,,
Epiphany,,,,,,,5.0,,,,
Era,,,,,,,,5.0,,,6.0
Erianna,5.0,,,,,,,,6.0,,6.0
Erica,148.0,112.0,100.0,109.0,78.0,75.0,53.0,48.0,54.0,34.0,36.0
Ericka,11.0,13.0,12.0,21.0,7.0,11.0,9.0,7.0,,6.0,
Erika,103.0,106.0,86.0,78.0,65.0,60.0,44.0,52.0,40.0,26.0,38.0
Erin,254.0,200.0,176.0,187.0,129.0,128.0,110.0,98.0,90.0,106.0,68.0
Erina,,,,,,,,10.0,10.0,,8.0
Eryka,5.0,,,,,,,,,,
Eryn,5.0,7.0,6.0,6.0,7.0,8.0,,5.0,7.0,5.0,5.0
Esabella,,,,,,6.0,,,,,
Esha,11.0,9.0,7.0,,7.0,,5.0,7.0,5.0,8.0,6.0
Eshaal,,,,,,,5.0,11.0,,9.0,15.0
Eshal,,10.0,,,,11.0,11.0,15.0,10.0,5.0,8.0
Esme,12.0,11.0,20.0,13.0,13.0,14.0,26.0,13.0,26.0,17.0,33.0
Esmee,,,,,,,,,,,5.0
Esmeralda,32.0,40.0,35.0,49.0,44.0,37.0,36.0,36.0,34.0,34.0,34.0
Esperanza,12.0,7.0,10.0,9.0,,,7.0,6.0,7.0,6.0,5.0
Essence,22.0,26.0,28.0,22.0,28.0,24.0,16.0,21.0,14.0,10.0,11.0
Estee,,,,,,5.0,,,5.0,,
Estefani,12.0,12.0,18.0,14.0,7.0,11.0,16.0,7.0,5.0,,
Estefania,8.0,9.0,6.0,,,7.0,5.0,,,,6.0
Estefany,10.0,8.0,18.0,18.0,7.0,13.0,18.0,17.0,13.0,13.0,6.0
Estela,,,,,,,5.0,,,,
Estella,12.0,7.0,12.0,7.0,11.0,10.0,10.0,14.0,8.0,11.0,18.0
Estelle,13.0,,8.0,6.0,11.0,8.0,8.0,11.0,22.0,16.0,14.0
Estephanie,,,5.0,,,,,,,,
Ester,17.0,28.0,19.0,9.0,23.0,10.0,19.0,26.0,17.0,23.0,13.0
Esther,312.0,325.0,303.0,315.0,342.0,304.0,331.0,342.0,309.0,359.0,377.0
Estrella,8.0,25.0,13.0,15.0,13.0,25.0,27.0,17.0,13.0,14.0,9.0
Esty,11.0,14.0,10.0,13.0,20.0,23.0,17.0,21.0,20.0,36.0,33.0
Eternity,,,,8.0,10.0,10.0,,5.0,,5.0,8.0
Ethan,,,,,6.0,6.0,,,,,
Ethel,6.0,,,,,6.0,,,,,
Etta,7.0,,,,,7.0,9.0,7.0,5.0,13.0,10.0
Ettel,,5.0,5.0,6.0,,5.0,,,,5.0,
Etty,16.0,13.0,12.0,18.0,20.0,16.0,16.0,22.0,26.0,22.0,22.0
Eugenia,,6.0,,,,,5.0,,,,
Eunice,18.0,9.0,17.0,14.0,10.0,,9.0,16.0,15.0,16.0,12.0
Eva,136.0,152.0,214.0,211.0,204.0,213.0,232.0,251.0,244.0,250.0,260.0
Evalina,,,,,,,8.0,6.0,,,9.0
Evalyn,,,,,,10.0,8.0,10.0,9.0,7.0,11.0
Evalynn,,,,,,,6.0,6.0,9.0,,
Evamarie,,,,,,,,,,,6.0
Evan,,,,,11.0,6.0,,,8.0,,
Evana,,,,,,,,6.0,,,
Evangelia,5.0,,6.0,10.0,5.0,7.0,,,5.0,,5.0
Evangelina,,,6.0,6.0,17.0,,16.0,8.0,,7.0,7.0
Evangeline,8.0,15.0,42.0,49.0,46.0,47.0,62.0,70.0,75.0,61.0,76.0
Evanna,,,,,,,,,,,9.0
Eve,38.0,34.0,50.0,48.0,48.0,44.0,43.0,43.0,35.0,43.0,52.0
Evelin,29.0,20.0,18.0,27.0,17.0,16.0,14.0,12.0,8.0,6.0,
Evelina,,5.0,5.0,8.0,,7.0,,14.0,15.0,14.0,11.0
Evelyn,182.0,206.0,238.0,208.0,227.0,236.0,269.0,288.0,314.0,360.0,383.0
Evelyne,,,,,,,,5.0,,,
Evelynn,,,8.0,6.0,5.0,6.0,13.0,12.0,11.0,14.0,18.0
Ever,,,,,,6.0,,,,6.0,
Everleigh,,,,,,,5.0,,7.0,8.0,
Everly,,,,,,,5.0,,15.0,29.0,58.0
Evey,,,,,,,5.0,,,,
Eviana,,,,,,,5.0,,,,
Evianna,,,,,,,,,,5.0,
Evie,5.0,,,13.0,8.0,13.0,10.0,13.0,18.0,14.0,22.0
Evolet,,,,,,6.0,6.0,6.0,,8.0,7.0
Evyn,,,,,,,,,5.0,,
Eyleen,,,,,,,,,,,5.0
Ezra,,,,,7.0,6.0,,,7.0,7.0,
Fabiana,,,9.0,5.0,,,6.0,,,5.0,
Fabiola,6.0,8.0,10.0,8.0,,5.0,,,9.0,11.0,
Fahmida,,6.0,,,,5.0,,,,,
Faiga,17.0,25.0,23.0,20.0,21.0,36.0,22.0,25.0,36.0,36.0,33.0
Faige,9.0,,,,5.0,,7.0,,5.0,,
Faigy,75.0,72.0,82.0,85.0,79.0,77.0,79.0,88.0,87.0,100.0,102.0
Faith,257.0,244.0,212.0,209.0,159.0,152.0,161.0,188.0,179.0,166.0,167.0
Faiza,,12.0,8.0,5.0,9.0,7.0,9.0,,6.0,6.0,6.0
Faizah,,,,5.0,,,,,,,
Fajr,,,,,,,,,5.0,,
Fallon,7.0,14.0,17.0,12.0,7.0,12.0,19.0,9.0,8.0,17.0,15.0
Fannie,,,,,,,,6.0,,,
Fanny,10.0,,7.0,6.0,5.0,7.0,,,,,
Fanta,15.0,14.0,12.0,11.0,13.0,11.0,10.0,18.0,17.0,9.0,13.0
Fantasia,,10.0,,,,,,,,,
Farah,15.0,16.0,16.0,19.0,19.0,17.0,24.0,14.0,18.0,26.0,17.0
Farhana,,6.0,,,,,,,,,
Faria,,,,5.0,,8.0,,5.0,,,
Farida,,,9.0,,,,5.0,10.0,10.0,6.0,5.0
Fariha,,9.0,,8.0,6.0,,,5.0,,6.0,
Fariza,,,,,,,,,,,5.0
Farrah,6.0,13.0,14.0,15.0,11.0,17.0,33.0,37.0,24.0,29.0,20.0
Farzana,,,,,,,,5.0,,,
Farzeen,,,,,,,,,,5.0,
Farzona,,,,,,,,,,6.0,5.0
Fatema,,,,,,,6.0,,7.0,5.0,
Fatiha,,,,,,,,5.0,,,8.0
Fatim,,,,5.0,,,,,,,
Fatima,88.0,103.0,82.0,99.0,88.0,78.0,86.0,88.0,107.0,99.0,99.0
Fatimah,6.0,9.0,5.0,10.0,19.0,10.0,8.0,15.0,11.0,10.0,11.0
Fatimata,6.0,6.0,,,,,,,,,
Fatimatou,,,5.0,,,,,,,,
Fatma,,6.0,5.0,,,,,,8.0,,5.0
Fatmata,,,,,,,6.0,,,,
Fatou,10.0,8.0,11.0,6.0,16.0,6.0,15.0,14.0,8.0,,9.0
Fatoumata,42.0,44.0,49.0,38.0,46.0,52.0,45.0,60.0,46.0,46.0,48.0
Fatumata,9.0,,7.0,7.0,,,6.0,,,,5.0
Fay,5.0,5.0,8.0,,,,,6.0,,,
Faye,6.0,13.0,7.0,8.0,8.0,8.0,19.0,12.0,15.0,12.0,21.0
Fayth,5.0,,,5.0,,8.0,6.0,,5.0,,5.0
Feiga,,,,,5.0,,7.0,5.0,,,
Feige,,7.0,,,,,,,5.0,5.0,
Felicia,21.0,17.0,20.0,29.0,20.0,14.0,9.0,12.0,16.0,6.0,8.0
Felicity,14.0,19.0,23.0,21.0,22.0,27.0,16.0,25.0,18.0,21.0,27.0
Fern,,,,,,,5.0,,,,5.0
Fernanda,12.0,22.0,15.0,17.0,8.0,29.0,24.0,28.0,16.0,13.0,14.0
