Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Delmy,,5.0,6.0,5.0,,,,,,,
Delphine,,,,,,5.0,6.0,8.0,9.0,5.0,6.0
Delsa,,,,,,,,,,6.0,
Delta,,,,,,,,,,,5.0
Delyla,6.0,7.0,6.0,7.0,10.0,5.0,5.0,,,,5.0
Delylah,8.0,5.0,9.0,13.0,24.0,19.0,28.0,20.0,19.0,21.0,18.0
Demarie,,6.0,,,,,,,,,
Demetra,5.0,,,,,,,,,,
Demetria,,,5.0,,,,,5.0,,6.0,6.0
Demi,18.0,17.0,18.0,13.0,19.0,32.0,43.0,32.0,32.0,37.0,42.0
Demiana,,,,,,5.0,,,,,5.0
Demiyah,,,,,,,,,,6.0,
Dempsey,,,,,,,,,,5.0,5.0
Dena,7.0,,9.0,9.0,5.0,5.0,6.0,,,,
Denae,11.0,7.0,5.0,9.0,,7.0,6.0,,,,
Denali,12.0,5.0,6.0,,,,9.0,5.0,,5.0,9.0
Denia,9.0,9.0,6.0,7.0,,,5.0,,6.0,,
Denice,12.0,12.0,8.0,9.0,,9.0,,,,,
Denis,9.0,,5.0,6.0,10.0,6.0,,,,,
Denise,278.0,266.0,239.0,284.0,261.0,204.0,196.0,146.0,128.0,88.0,100.0
Denisha,,,6.0,,,,,,,,
Denisse,52.0,71.0,67.0,73.0,89.0,54.0,58.0,33.0,36.0,38.0,38.0
Deniz,,,,,,,,,,,6.0
Dennis,,,,6.0,,,,,,,
Dennise,19.0,27.0,24.0,20.0,17.0,7.0,17.0,,,6.0,7.0
Denver,,,,,,,,,,,6.0
Denyse,,,5.0,,,,,,,,
Deonna,5.0,,,,,,5.0,,,,
Desarae,,,,5.0,,,,,,,
Desaray,,,,,,,,,5.0,,
Desaree,,6.0,,,,,,,,,
Deserae,6.0,5.0,5.0,,,,,,,,
Deseray,6.0,,,5.0,,7.0,5.0,,,,
Deseree,5.0,5.0,,,,,,,,,
Deserie,6.0,7.0,6.0,,,,,,,,
Desi,,,,,,,8.0,,,,5.0
Desirae,32.0,57.0,39.0,45.0,42.0,26.0,25.0,24.0,22.0,15.0,13.0
Desiray,15.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,,,
Desire,12.0,11.0,16.0,15.0,17.0,21.0,12.0,6.0,7.0,7.0,8.0
Desirea,6.0,,,,,,,5.0,,,
Desiree,311.0,258.0,270.0,238.0,207.0,162.0,154.0,111.0,121.0,121.0,82.0
Desirey,,10.0,,6.0,,,,,,,
Destanee,,,,6.0,,6.0,,,,,
Destani,,5.0,,,,,,,,,
Destanie,5.0,6.0,,7.0,7.0,6.0,,,,,
Destany,21.0,22.0,13.0,12.0,14.0,7.0,,,,,
Destenie,,,5.0,,,,,,,,
Desteny,36.0,37.0,51.0,41.0,37.0,30.0,21.0,19.0,15.0,9.0,6.0
Destine,,5.0,,,,,,,,,
Destinee,70.0,65.0,48.0,42.0,48.0,58.0,49.0,38.0,37.0,31.0,32.0
Destiney,33.0,32.0,32.0,24.0,57.0,34.0,18.0,20.0,12.0,13.0,9.0
Destini,14.0,18.0,13.0,8.0,8.0,7.0,,10.0,,5.0,
Destinie,14.0,15.0,11.0,10.0,6.0,,5.0,,5.0,,5.0
Destiny,932.0,1002.0,980.0,863.0,809.0,785.0,651.0,593.0,460.0,416.0,327.0
Destynee,,,,5.0,,,,,,,
Destyni,6.0,5.0,,,5.0,,,5.0,,,
Devan,6.0,6.0,10.0,7.0,8.0,9.0,,,5.0,,
Devani,,,,,8.0,,,,,,
Devanie,,5.0,,,,5.0,,,,,
Devany,,,,9.0,6.0,9.0,6.0,,5.0,6.0,5.0
Devi,,,,,,,6.0,,,,
Devika,,7.0,5.0,,,6.0,5.0,,,,
Devin,37.0,37.0,28.0,24.0,24.0,23.0,27.0,22.0,18.0,10.0,15.0
Devina,9.0,7.0,6.0,7.0,9.0,,7.0,8.0,5.0,10.0,
Devine,,,10.0,9.0,5.0,7.0,5.0,,5.0,5.0,
Deviny,5.0,,,,,,,,,,
Devon,37.0,29.0,30.0,24.0,27.0,17.0,9.0,15.0,19.0,11.0,19.0
Devora,5.0,,,,5.0,8.0,,,,,
Devorah,,,5.0,,,,,,5.0,5.0,
Devyn,47.0,34.0,40.0,38.0,35.0,36.0,26.0,26.0,32.0,21.0,29.0
Devynn,,6.0,,,9.0,12.0,7.0,,5.0,8.0,5.0
Deyanira,13.0,11.0,10.0,12.0,7.0,,,,5.0,,
Deysi,13.0,18.0,19.0,20.0,9.0,8.0,10.0,10.0,9.0,7.0,
Deysy,5.0,,5.0,,,,,,,,
Dezarae,6.0,,,5.0,,,,,,,
Dezaray,,,5.0,,,,,,,,
Dezerae,,,6.0,,,,,,,,
Dezeray,,,5.0,,,,,,,,
Dezi,,,,,,,,,5.0,,
Dezirae,6.0,6.0,13.0,7.0,7.0,9.0,11.0,13.0,9.0,,6.0
Dezire,,,,,,6.0,,,5.0,,
Deziree,,12.0,10.0,5.0,14.0,10.0,9.0,,,5.0,
Dhalia,,,6.0,6.0,,7.0,8.0,,8.0,,
Dhanya,,,,,,6.0,,,,,
Dhara,,,,,6.0,,,,,,
Dharma,10.0,8.0,,,,,,,,,6.0
Dhriti,,,,,,,6.0,,,,
Dhwani,,,,,,,,5.0,,,
Dia,5.0,5.0,,,,8.0,,9.0,9.0,12.0,10.0
Diamond,87.0,62.0,84.0,59.0,51.0,42.0,28.0,32.0,21.0,32.0,26.0
Diana,1018.0,870.0,762.0,834.0,607.0,501.0,393.0,364.0,308.0,270.0,254.0
Diane,81.0,64.0,49.0,47.0,52.0,27.0,31.0,27.0,29.0,18.0,22.0
Dianelly,,,,,,,,,8.0,,
Dianna,52.0,55.0,52.0,44.0,37.0,31.0,40.0,38.0,26.0,15.0,29.0
Dianne,10.0,12.0,16.0,12.0,18.0,12.0,10.0,6.0,10.0,8.0,
Diara,,,,6.0,6.0,,,,,,
Diego,,,10.0,6.0,,,,,,,
Dillan,,,,,5.0,,,,,,
Dillon,,,,,6.0,,,9.0,,6.0,
Dilynn,,,,,,7.0,,7.0,,,5.0
Dina,22.0,21.0,17.0,26.0,23.0,16.0,18.0,18.0,11.0,21.0,16.0
Dinah,5.0,,,5.0,9.0,8.0,,7.0,7.0,,7.0
Dior,12.0,,17.0,17.0,13.0,21.0,18.0,19.0,13.0,19.0,9.0
Disha,6.0,5.0,6.0,10.0,7.0,,6.0,6.0,,6.0,
Divina,12.0,10.0,8.0,12.0,18.0,14.0,13.0,12.0,10.0,16.0,14.0
Divine,6.0,15.0,10.0,13.0,14.0,15.0,9.0,11.0,13.0,7.0,14.0
Divinity,,5.0,5.0,5.0,6.0,,,,5.0,7.0,
Divya,15.0,14.0,18.0,13.0,14.0,7.0,13.0,13.0,14.0,10.0,14.0
Dixie,5.0,6.0,8.0,9.0,10.0,17.0,7.0,6.0,9.0,14.0,15.0
Diya,49.0,40.0,37.0,51.0,45.0,56.0,40.0,45.0,37.0,37.0,38.0
Dolly,,,,5.0,,5.0,5.0,,,,6.0
Dolores,23.0,10.0,23.0,16.0,19.0,8.0,12.0,15.0,7.0,16.0,18.0
Dominic,,,,6.0,,,,,,,
Dominica,,,,,,,,5.0,,,
Dominika,,,5.0,,,,,,,7.0,
Dominique,88.0,89.0,64.0,66.0,69.0,45.0,44.0,27.0,26.0,26.0,23.0
Domonique,6.0,5.0,10.0,,,,,,,,
Donatella,,,,,,,,,,5.0,
Donna,63.0,61.0,75.0,47.0,52.0,57.0,60.0,57.0,49.0,35.0,27.0
Donya,8.0,22.0,11.0,7.0,5.0,,11.0,9.0,6.0,,6.0
Dora,22.0,26.0,19.0,26.0,12.0,15.0,15.0,17.0,19.0,18.0,26.0
Doreen,5.0,7.0,,6.0,9.0,8.0,7.0,,,5.0,12.0
Dorian,7.0,,7.0,,5.0,,,,6.0,6.0,
Doris,23.0,18.0,7.0,23.0,20.0,13.0,15.0,17.0,22.0,22.0,34.0
Dorismar,,,5.0,,,,,,,,
Dorothy,37.0,24.0,22.0,28.0,25.0,18.0,24.0,27.0,34.0,36.0,37.0
Dorsa,,,,,,5.0,5.0,,,,
Dottie,,,,,,,,,,8.0,
Draya,,,,,,,,,7.0,5.0,
Drea,,8.0,5.0,,5.0,5.0,,9.0,6.0,5.0,
Dream,5.0,5.0,8.0,7.0,,8.0,,6.0,10.0,7.0,5.0
Drew,41.0,42.0,30.0,36.0,14.0,17.0,19.0,16.0,26.0,22.0,24.0
Dua,,,,,,,,,5.0,,
Dulce,208.0,263.0,337.0,344.0,296.0,252.0,198.0,210.0,129.0,153.0,112.0
Dulcemaria,7.0,8.0,23.0,21.0,17.0,13.0,10.0,19.0,8.0,8.0,8.0
Dulcinea,,,5.0,,,,,,,,
Dulse,,,,,5.0,,,,,,
Dunia,7.0,,,,,,,,,,
Dunya,,,,,,,,7.0,,6.0,5.0
Dyana,13.0,6.0,12.0,11.0,9.0,9.0,8.0,8.0,,,
Dyanara,,,5.0,,,,,,,,
Dyani,,,7.0,,6.0,,,5.0,5.0,6.0,
Dyanna,7.0,12.0,7.0,,9.0,7.0,,5.0,5.0,5.0,5.0
Dyanne,,,,,5.0,,,,,,
Dylan,83.0,66.0,61.0,71.0,86.0,76.0,65.0,93.0,90.0,103.0,103.0
Dylann,,5.0,,,,,8.0,10.0,7.0,6.0,
Dyllan,,,,5.0,,,,,,,
Dymond,7.0,,8.0,6.0,,,,,,,
Dynasty,6.0,6.0,8.0,,7.0,6.0,,,,,
Easton,,,,,,,,,9.0,,7.0
Ebelin,,7.0,7.0,9.0,,,,,,,
Ebonie,5.0,,,,,,,,,,
Ebony,34.0,40.0,28.0,33.0,23.0,27.0,15.0,17.0,12.0,15.0,5.0
Echo,8.0,,,8.0,5.0,6.0,7.0,6.0,5.0,9.0,11.0
Eda,,,,,5.0,,,,,,
Edeline,,,,,6.0,,,,5.0,,
Edelyn,,,,,,,,,,,5.0
Eden,137.0,142.0,119.0,177.0,179.0,202.0,190.0,170.0,198.0,210.0,238.0
Edie,,9.0,7.0,8.0,9.0,12.0,9.0,12.0,8.0,7.0,11.0
Edith,100.0,104.0,123.0,92.0,90.0,58.0,61.0,59.0,58.0,52.0,70.0
Edlyn,9.0,,,,6.0,,,,,,
Edna,24.0,15.0,21.0,21.0,16.0,18.0,7.0,10.0,8.0,9.0,5.0
Edyn,,,,5.0,,6.0,5.0,5.0,7.0,7.0,
Eesha,7.0,8.0,15.0,9.0,13.0,11.0,7.0,10.0,,9.0,5.0
Eevee,,,,,,,,,,,5.0
Effie,,,,5.0,,,,,,,
Egypt,6.0,12.0,,8.0,7.0,9.0,7.0,,6.0,17.0,13.0
Eila,,,,5.0,,5.0,,,6.0,6.0,14.0
Eileen,104.0,101.0,115.0,130.0,113.0,103.0,75.0,124.0,91.0,99.0,94.0
Eilene,,,,,,,,5.0,,,
Eiliyah,,,,,5.0,,,,,,
Eimy,,,5.0,11.0,,,,,,,6.0
Eira,,,,,,,,,,5.0,5.0
Eisley,,,,,,,7.0,8.0,14.0,24.0,15.0
Eiza,,,,,,,10.0,,,38.0,28.0
Ekam,,,,,,5.0,12.0,9.0,12.0,,8.0
Ekaterina,7.0,8.0,,,5.0,,9.0,,,5.0,
Eknoor,,,,,5.0,,,6.0,9.0,,
Ela,,13.0,14.0,11.0,7.0,13.0,20.0,11.0,18.0,10.0,9.0
Elah,,,,5.0,,,5.0,,,5.0,
Elaina,39.0,35.0,50.0,47.0,48.0,43.0,38.0,67.0,63.0,63.0,79.0
Elaine,73.0,90.0,91.0,81.0,95.0,68.0,59.0,57.0,74.0,73.0,91.0
Elan,7.0,,,,,,,,,,
Elana,13.0,19.0,24.0,14.0,11.0,15.0,10.0,9.0,12.0,8.0,7.0
Elane,5.0,,,,,,,,,,
Elani,6.0,7.0,6.0,8.0,,5.0,10.0,8.0,7.0,8.0,15.0
Elanie,,,5.0,5.0,,,,,7.0,9.0,6.0
Elanna,,,,,,5.0,,,,,
Elany,5.0,,,,,,,,,,
Elara,,,,,,,,,,,5.0
Elayna,15.0,14.0,14.0,11.0,19.0,8.0,8.0,14.0,13.0,12.0,18.0
Elayne,,,,,,,,7.0,5.0,,
Elda,,7.0,12.0,,,,,,,,
Eldana,,,,,,,,,5.0,6.0,5.0
Eleana,8.0,7.0,6.0,9.0,5.0,8.0,7.0,8.0,7.0,,7.0
Eleanna,,,,,,,,,5.0,,
Eleanor,94.0,85.0,111.0,111.0,108.0,117.0,181.0,166.0,206.0,307.0,323.0
Eleanora,,,,,,,,,,8.0,14.0
Eleanore,,,,,8.0,,,,6.0,6.0,6.0
Electra,,,,,,,5.0,,,,
Eleena,,,,,5.0,5.0,,,5.0,5.0,5.0
Eleina,,,,,,,,5.0,,5.0,
Elektra,,13.0,10.0,6.0,,7.0,,,,5.0,
Elen,,,5.0,,6.0,5.0,,,,5.0,
Elena,255.0,279.0,308.0,303.0,270.0,292.0,299.0,311.0,354.0,377.0,413.0
Elene,,,,,,,,,,5.0,
Eleni,23.0,20.0,17.0,14.0,21.0,25.0,15.0,20.0,26.0,30.0,26.0
Elenoa,5.0,,,,,,,,,,
Eleny,,,,,8.0,5.0,5.0,5.0,5.0,5.0,
Eleonor,,,,,,,,,,,7.0
Eleonora,,,,,,,,,5.0,7.0,
Eleora,,,,,,,,5.0,,,
Elexa,,,12.0,5.0,5.0,5.0,,,,6.0,
Elexia,,,,,,,,6.0,,,
Elexis,9.0,8.0,,8.0,5.0,13.0,14.0,,7.0,,
Eleyna,,,,7.0,,,5.0,,6.0,,7.0
Eli,7.0,,6.0,,,,7.0,,,5.0,
Elia,26.0,19.0,19.0,26.0,31.0,27.0,24.0,41.0,28.0,35.0,32.0
Eliah,,5.0,,,,,,5.0,,5.0,
Eliana,189.0,168.0,182.0,215.0,248.0,255.0,281.0,293.0,316.0,376.0,412.0
Elianah,,,,6.0,,,6.0,,12.0,9.0,9.0
Elianna,38.0,26.0,42.0,33.0,47.0,50.0,54.0,61.0,62.0,87.0,72.0
Eliannah,,,,,,5.0,,,,5.0,
Elicia,15.0,7.0,9.0,9.0,6.0,9.0,,,5.0,8.0,8.0
Elida,9.0,10.0,8.0,5.0,5.0,,6.0,5.0,5.0,5.0,
Elidia,,5.0,5.0,,,,,,,,
Elie,,,6.0,,,,,,,,
Elienai,,,,,,,,6.0,,5.0,9.0
Elif,,,,,,,,,9.0,,7.0
Elijah,6.0,,5.0,,6.0,,8.0,,,,
Elika,,,,,,,8.0,5.0,8.0,,7.0
Elin,7.0,,7.0,10.0,18.0,12.0,31.0,36.0,40.0,40.0,49.0
Elina,19.0,29.0,33.0,32.0,49.0,36.0,45.0,52.0,42.0,49.0,37.0
Elinor,9.0,7.0,10.0,11.0,6.0,8.0,13.0,12.0,6.0,13.0,14.0
Eliora,,,,5.0,,,,6.0,,10.0,
Eliot,,,,,,,6.0,,,,
Elis,,,,,6.0,,,,,,
Elisa,138.0,143.0,124.0,124.0,109.0,104.0,140.0,134.0,242.0,165.0,149.0
Elisabet,10.0,7.0,,10.0,5.0,6.0,,8.0,7.0,6.0,5.0
Elisabeth,71.0,62.0,67.0,60.0,67.0,45.0,45.0,40.0,42.0,53.0,49.0
Elisabetta,,,,,,,,,,,6.0
Elise,187.0,168.0,201.0,159.0,162.0,181.0,178.0,214.0,259.0,264.0,243.0
Elisha,27.0,17.0,16.0,25.0,19.0,19.0,22.0,20.0,20.0,18.0,12.0
Elisheva,6.0,,,,,,8.0,,5.0,8.0,
Elisia,5.0,8.0,,8.0,,,8.0,,7.0,7.0,
Elissa,37.0,45.0,45.0,34.0,42.0,39.0,47.0,54.0,67.0,55.0,49.0
Eliya,5.0,,,5.0,,,,,6.0,,
Eliyah,,9.0,8.0,6.0,5.0,7.0,7.0,5.0,9.0,11.0,10.0
Eliyana,,,,,,,,,,8.0,
Eliza,115.0,126.0,91.0,94.0,97.0,111.0,110.0,108.0,136.0,143.0,139.0
Elizabella,,,,,,,,,7.0,6.0,6.0
Elizabet,6.0,5.0,10.0,6.0,6.0,7.0,6.0,,,,
Elizabeth,1599.0,1497.0,1430.0,1515.0,1417.0,1305.0,1129.0,1204.0,1100.0,1062.0,1080.0
Elizah,,6.0,7.0,6.0,7.0,,5.0,,,,
Elizaveta,,5.0,,,,,,,,7.0,6.0
Elize,,,,,,,,,5.0,5.0,
Ella,712.0,780.0,763.0,801.0,778.0,799.0,899.0,915.0,811.0,818.0,822.0
Ellah,,,,,5.0,6.0,10.0,7.0,5.0,6.0,9.0
Ellaina,,,,,5.0,,,,,,5.0
Ellamae,,,,6.0,,,,,,,5.0
Ellanore,,,,,,,,,,5.0,
Ellarose,,,,,,,,,,,5.0
Elle,84.0,73.0,63.0,77.0,92.0,95.0,104.0,115.0,104.0,95.0,115.0
Elleana,,,,,,,,,5.0,,
Ellee,,,,,,6.0,,,9.0,6.0,
Ellen,68.0,61.0,59.0,51.0,60.0,49.0,46.0,41.0,55.0,43.0,46.0
Ellena,6.0,,5.0,9.0,6.0,8.0,10.0,10.0,12.0,12.0,8.0
Ellery,6.0,13.0,22.0,13.0,11.0,14.0,18.0,25.0,15.0,23.0,32.0
Elley,5.0,,,,,,,,,,
Elli,11.0,,,11.0,7.0,10.0,18.0,8.0,10.0,13.0,16.0
Ellia,7.0,,5.0,9.0,9.0,6.0,7.0,11.0,9.0,,15.0
Elliana,17.0,22.0,28.0,31.0,39.0,56.0,91.0,100.0,100.0,95.0,101.0
Ellianna,8.0,7.0,9.0,12.0,12.0,12.0,13.0,14.0,17.0,22.0,15.0
Ellie,146.0,159.0,165.0,184.0,183.0,217.0,316.0,335.0,395.0,435.0,540.0
Ellieana,,,,,,,,,,,6.0
Elliette,,,,,,,,9.0,8.0,8.0,8.0
Ellington,,,,,,,,,6.0,,6.0
Elliot,6.0,8.0,15.0,12.0,22.0,20.0,19.0,25.0,27.0,14.0,24.0
Elliott,5.0,8.0,7.0,7.0,14.0,8.0,9.0,6.0,16.0,16.0,35.0
Elliotte,,,,,,,,7.0,5.0,7.0,
Ellis,5.0,12.0,8.0,11.0,12.0,9.0,15.0,9.0,24.0,16.0,13.0
Ellison,,7.0,9.0,15.0,8.0,10.0,12.0,18.0,12.0,18.0,16.0
Ellora,,,,,,,,,5.0,5.0,
Elly,13.0,15.0,18.0,15.0,11.0,15.0,23.0,20.0,25.0,29.0,35.0
Ellyana,,,5.0,5.0,,6.0,8.0,7.0,8.0,7.0,14.0
Ellyse,5.0,,,,,,,,,,
Ellyssa,5.0,,,,,,,,,,
Elodie,9.0,6.0,5.0,12.0,11.0,7.0,11.0,11.0,25.0,29.0,36.0
Eloisa,9.0,13.0,13.0,5.0,19.0,6.0,11.0,5.0,,10.0,10.0
Eloise,28.0,27.0,27.0,18.0,49.0,42.0,77.0,67.0,117.0,110.0,122.0
Elonna,,,5.0,,,,,,,,
Elora,15.0,16.0,14.0,11.0,20.0,15.0,10.0,17.0,20.0,17.0,29.0
Elouise,,,,,,,,,,5.0,10.0
Elsa,52.0,58.0,44.0,59.0,71.0,48.0,56.0,62.0,63.0,61.0,211.0
Elsi,,,,,,,,,5.0,,
Elsie,28.0,38.0,34.0,23.0,41.0,42.0,35.0,59.0,77.0,78.0,87.0
Elsy,7.0,11.0,10.0,19.0,14.0,12.0,9.0,7.0,10.0,6.0,6.0
Elva,15.0,7.0,20.0,9.0,11.0,9.0,14.0,7.0,11.0,11.0,7.0
Elvia,22.0,25.0,18.0,17.0,13.0,17.0,11.0,10.0,12.0,13.0,8.0
Elvina,,,,,,,,5.0,,,
Elvira,19.0,21.0,18.0,25.0,10.0,16.0,11.0,9.0,16.0,14.0,11.0
Ely,7.0,5.0,6.0,5.0,,,,,,,5.0
Elyana,7.0,8.0,6.0,8.0,9.0,10.0,12.0,5.0,12.0,14.0,13.0
Elyanna,,,9.0,8.0,5.0,6.0,6.0,5.0,12.0,5.0,
Elyn,,,,,,,,6.0,,,
Elynn,,,,,,,5.0,,,,
Elysa,7.0,7.0,6.0,,5.0,5.0,5.0,6.0,6.0,,6.0
Elyse,59.0,39.0,52.0,51.0,56.0,53.0,52.0,52.0,72.0,69.0,61.0
Elysia,21.0,11.0,12.0,22.0,8.0,9.0,12.0,5.0,11.0,12.0,11.0
Elyssa,41.0,39.0,32.0,42.0,26.0,44.0,31.0,36.0,29.0,27.0,16.0
Elysse,5.0,,,5.0,9.0,6.0,9.0,,9.0,,
Elyza,,,,8.0,,6.0,5.0,7.0,,7.0,7.0
Elyzabeth,,,,,,,,5.0,6.0,,
Elza,,,,,,,,,,,5.0
Ema,18.0,18.0,29.0,23.0,20.0,19.0,25.0,19.0,25.0,22.0,22.0
Emaan,,,,9.0,8.0,6.0,9.0,6.0,8.0,11.0,5.0
Emalee,16.0,16.0,15.0,7.0,18.0,8.0,19.0,8.0,11.0,13.0,11.0
Emalie,6.0,11.0,11.0,,,6.0,,,6.0,8.0,5.0
Emaly,,,10.0,7.0,,7.0,,5.0,,,
Emalyn,,,,,,,,6.0,10.0,7.0,6.0
Emalynn,,,,,,,,,,5.0,5.0
Eman,6.0,,6.0,7.0,10.0,,8.0,6.0,,5.0,8.0
Emani,16.0,9.0,15.0,13.0,19.0,9.0,14.0,16.0,18.0,14.0,22.0
Emanuela,,,,,,,5.0,,,,
Emari,,5.0,,,,,,,,5.0,
Emarie,,6.0,,,6.0,5.0,5.0,,6.0,7.0,5.0
Ember,14.0,17.0,17.0,14.0,22.0,32.0,32.0,37.0,45.0,57.0,51.0
Emberly,,,,5.0,,,,6.0,5.0,,5.0
Emberlyn,,,,,,,,,,7.0,
Emberlynn,,,,,,,,5.0,6.0,9.0,6.0
Embry,,,,,,,5.0,,,,
Emeli,23.0,20.0,11.0,21.0,13.0,17.0,17.0,21.0,15.0,17.0,7.0
Emelia,19.0,14.0,17.0,19.0,28.0,22.0,33.0,30.0,38.0,24.0,50.0
Emelie,17.0,16.0,13.0,17.0,16.0,19.0,14.0,16.0,5.0,12.0,6.0
Emelin,9.0,12.0,15.0,11.0,12.0,10.0,,9.0,,7.0,
Emelina,,,,,,10.0,9.0,,7.0,6.0,
Emeline,,6.0,8.0,9.0,,,10.0,11.0,15.0,10.0,9.0
Emelly,5.0,5.0,5.0,,,6.0,7.0,7.0,,,
Emely,318.0,290.0,319.0,306.0,316.0,281.0,256.0,233.0,172.0,156.0,155.0
Emelyn,21.0,17.0,18.0,15.0,18.0,16.0,10.0,13.0,12.0,12.0,20.0
Emerald,17.0,25.0,20.0,25.0,21.0,26.0,15.0,17.0,20.0,20.0,27.0
Emeraude,,,,,11.0,,,,,,
Emeri,,,,,,,7.0,6.0,6.0,8.0,6.0
Emerie,9.0,12.0,9.0,8.0,11.0,17.0,19.0,14.0,13.0,28.0,34.0
Emersen,,,,,,6.0,,7.0,,,
Emerson,27.0,52.0,72.0,82.0,93.0,59.0,70.0,64.0,95.0,114.0,123.0
Emersyn,,,8.0,10.0,6.0,10.0,11.0,21.0,20.0,27.0,25.0
Emery,26.0,38.0,27.0,58.0,72.0,99.0,86.0,114.0,131.0,156.0,178.0
Emi,13.0,20.0,22.0,32.0,23.0,22.0,26.0,35.0,40.0,38.0,49.0
Emiko,13.0,10.0,11.0,14.0,15.0,10.0,23.0,18.0,13.0,9.0,14.0
Emilee,73.0,77.0,83.0,62.0,68.0,66.0,61.0,63.0,62.0,54.0,53.0
Emiley,12.0,14.0,,9.0,10.0,5.0,8.0,9.0,,7.0,5.0
Emili,11.0,11.0,10.0,15.0,15.0,8.0,6.0,7.0,,,8.0
Emilia,91.0,108.0,99.0,126.0,123.0,117.0,133.0,156.0,172.0,225.0,271.0
Emiliana,8.0,10.0,11.0,8.0,8.0,9.0,11.0,13.0,14.0,19.0,28.0
Emilie,94.0,84.0,88.0,75.0,60.0,59.0,53.0,57.0,59.0,78.0,54.0
Emillie,6.0,,6.0,,,,,,,,
Emilly,13.0,11.0,6.0,11.0,10.0,9.0,6.0,,6.0,5.0,
Emily,3416.0,3282.0,3101.0,2961.0,2780.0,2536.0,2390.0,2398.0,2430.0,2286.0,2258.0
Emilyn,6.0,,6.0,6.0,6.0,7.0,8.0,6.0,10.0,6.0,6.0
Emireth,,,7.0,6.0,,,,,,,
Emiyah,,,,,,,,,7.0,,
Emma,1757.0,1642.0,1545.0,1633.0,1744.0,1714.0,1783.0,2115.0,2449.0,2478.0,2662.0
Emmagrace,,,,,,,,,,,5.0
Emmah,,5.0,,7.0,8.0,,5.0,5.0,7.0,11.0,7.0
Emmajean,,,,,5.0,,,,,,
Emmalee,24.0,30.0,24.0,14.0,25.0,35.0,29.0,28.0,32.0,22.0,26.0
Emmaleigh,,,,5.0,,,10.0,,6.0,,
Emmalia,,,,,,,,,,5.0,
Emmalie,5.0,,,,5.0,,7.0,5.0,,,
Emmalin,,,,,,,6.0,,,,6.0
Emmalina,,,,,11.0,12.0,15.0,13.0,,7.0,12.0
Emmaline,6.0,6.0,,5.0,12.0,10.0,15.0,15.0,25.0,14.0,23.0
Emmaly,,5.0,6.0,,9.0,,,,,7.0,5.0
Emmalyn,,8.0,9.0,,17.0,22.0,21.0,37.0,53.0,51.0,61.0
Emmalynn,,,7.0,7.0,5.0,9.0,10.0,16.0,24.0,11.0,19.0
Emmamarie,6.0,,,,,,,,,5.0,
Emmanuelle,,,7.0,6.0,5.0,7.0,10.0,7.0,14.0,8.0,12.0
Emmarie,,,,,,,6.0,5.0,13.0,8.0,16.0
Emmarose,5.0,,,,,,,5.0,12.0,9.0,14.0
Emme,7.0,11.0,10.0,15.0,31.0,24.0,20.0,27.0,22.0,22.0,15.0
Emmeline,6.0,5.0,8.0,,16.0,14.0,11.0,20.0,23.0,27.0,29.0
Emmely,8.0,7.0,11.0,9.0,8.0,10.0,10.0,,7.0,6.0,7.0
Emmelyn,,,,,,,,5.0,6.0,,7.0
Emmerson,,6.0,7.0,6.0,8.0,11.0,13.0,11.0,11.0,8.0,14.0
Emmersyn,,,,,,,6.0,5.0,5.0,,5.0
Emmery,,,,8.0,,6.0,,7.0,5.0,6.0,7.0
Emmi,11.0,12.0,6.0,12.0,7.0,13.0,,9.0,7.0,13.0,10.0
Emmie,,,12.0,7.0,18.0,11.0,15.0,25.0,24.0,19.0,19.0
Emmily,7.0,8.0,10.0,7.0,8.0,11.0,8.0,5.0,9.0,5.0,7.0
Emmy,25.0,26.0,25.0,37.0,37.0,35.0,38.0,57.0,38.0,66.0,67.0
Emmylou,,,,,,,,6.0,,,5.0
Emoni,,,8.0,7.0,9.0,5.0,,,8.0,5.0,5.0
Emonie,,,7.0,,8.0,,,,7.0,8.0,
Emorie,,,,,,,,5.0,,,
Emory,8.0,,,6.0,11.0,10.0,9.0,10.0,8.0,17.0,13.0
Empress,,,,,,,,5.0,,,
Emree,,,,,,,,,,,6.0
Emrie,,,,,,,,,6.0,,
Emry,,,,5.0,,10.0,,5.0,6.0,6.0,12.0
Emsley,,,,,,,,,,,6.0
Emy,,7.0,,8.0,,8.0,5.0,,,,14.0
Emylee,,6.0,,,5.0,,7.0,,,,
Ena,5.0,,6.0,6.0,5.0,5.0,7.0,,7.0,7.0,
Enalina,,,,,,,5.0,5.0,,,
Enedina,,,5.0,,,,6.0,6.0,,,
Enid,6.0,7.0,,,,,,,,,
Eniya,,,,,,,,,,5.0,
Eniyah,,5.0,,,5.0,5.0,5.0,5.0,5.0,,
Enna,,,,,,6.0,,,,,
Ensley,,,,,,,,,6.0,,6.0
Envy,6.0,,6.0,,,6.0,,,10.0,5.0,
Enya,6.0,15.0,10.0,5.0,9.0,11.0,6.0,,,7.0,16.0
Eowyn,7.0,7.0,,,,7.0,7.0,,11.0,10.0,
Erabella,,,,,,,,,,,5.0
Erandi,8.0,8.0,8.0,6.0,7.0,,9.0,,7.0,,
Erandy,9.0,5.0,7.0,9.0,6.0,10.0,,5.0,,,
